scenario,method,step,time,state,growth_rate,carrying_capacity,time_step
higher_capacity,euler,18,1.8,17.5338476378,0.35,140.0,0.1
higher_capacity,euler,19,1.9,18.0706733519,0.35,140.0,0.1
higher_capacity,euler,20,2.0,18.6215096104,0.35,140.0,0.1
higher_capacity,euler,21,2.1,19.1865722917,0.35,140.0,0.1
higher_capacity,euler,22,2.2,19.7660711828,0.35,140.0,0.1
higher_capacity,euler,23,2.3,20.3602092817,0.35,140.0,0.1
higher_capacity,euler,24,2.4,20.9691820761,0.35,140.0,0.1
higher_capacity,euler,25,2.5,21.5931767995,0.35,140.0,0.1
higher_capacity,euler,26,2.6,22.2323716664,0.35,140.0,0.1
higher_capacity,euler,27,2.7,22.8869350873,0.35,140.0,0.1
higher_capacity,euler,28,2.8,23.5570248659,0.35,140.0,0.1
higher_capacity,euler,29,2.9,24.2427873811,0.35,140.0,0.1
higher_capacity,euler,30,3.0,24.9443567544,0.35,140.0,0.1
higher_capacity,euler,31,3.1,25.6618540073,0.35,140.0,0.1
higher_capacity,euler,32,3.2,26.3953862098,0.35,140.0,0.1
higher_capacity,euler,33,3.3,27.1450456239,0.35,140.0,0.1
higher_capacity,euler,34,3.4,27.9109088452,0.35,140.0,0.1
higher_capacity,euler,35,3.5,28.6930359467,0.35,140.0,0.1
higher_capacity,euler,36,3.6,29.4914696268,0.35,140.0,0.1
higher_capacity,euler,37,3.7,30.3062343686,0.35,140.0,0.1
higher_capacity,euler,38,3.8,31.1373356111,0.35,140.0,0.1
higher_capacity,euler,39,3.9,31.9847589402,0.35,140.0,0.1
higher_capacity,euler,40,4.0,32.848469302,0.35,140.0,0.1
higher_capacity,euler,41,4.1,33.7284102437,0.35,140.0,0.1
higher_capacity,euler,42,4.2,34.6245031879,0.35,140.0,0.1
higher_capacity,euler,43,4.3,35.5366467442,0.35,140.0,0.1
higher_capacity,euler,44,4.4,36.4647160648,0.35,140.0,0.1
higher_capacity,euler,45,4.5,37.4085622476,0.35,140.0,0.1
higher_capacity,euler,46,4.6,38.3680117939,0.35,140.0,0.1
higher_capacity,euler,47,4.7,39.3428661245,0.35,140.0,0.1
higher_capacity,euler,48,4.8,40.3329011601,0.35,140.0,0.1
higher_capacity,euler,49,4.9,41.3378669717,0.35,140.0,0.1
higher_capacity,euler,50,5.0,42.3574875043,0.35,140.0,0.1
higher_capacity,euler,51,5.1,43.39146038,0.35,140.0,0.1
higher_capacity,euler,52,5.2,44.4394567848,0.35,140.0,0.1
higher_capacity,euler,53,5.3,45.5011214425,0.35,140.0,0.1
higher_capacity,euler,54,5.4,46.5760726798,0.35,140.0,0.1
higher_capacity,euler,55,5.5,47.663902587,0.35,140.0,0.1
higher_capacity,euler,56,5.6,48.7641772751,0.35,140.0,0.1
higher_capacity,euler,57,5.7,49.8764372334,0.35,140.0,0.1
higher_capacity,euler,58,5.8,51.0001977888,0.35,140.0,0.1
higher_capacity,euler,59,5.9,52.1349496678,0.35,140.0,0.1
higher_capacity,euler,60,6.0,53.280159662,0.35,140.0,0.1
higher_capacity,euler,61,6.1,54.4352713967,0.35,140.0,0.1
higher_capacity,euler,62,6.2,55.5997062026,0.35,140.0,0.1
higher_capacity,euler,63,6.3,56.7728640872,0.35,140.0,0.1
higher_capacity,euler,64,6.4,57.9541248061,0.35,140.0,0.1
higher_capacity,euler,65,6.5,59.1428490288,0.35,140.0,0.1
higher_capacity,euler,66,6.6,60.338379597,0.35,140.0,0.1
higher_capacity,euler,67,6.7,61.5400428698,0.35,140.0,0.1
higher_capacity,euler,68,6.8,62.7471501512,0.35,140.0,0.1
higher_capacity,euler,69,6.9,63.9589991934,0.35,140.0,0.1
higher_capacity,euler,70,7.0,65.1748757707,0.35,140.0,0.1
higher_capacity,euler,71,7.1,66.3940553148,0.35,140.0,0.1
higher_capacity,euler,72,7.2,67.6158046055,0.35,140.0,0.1
higher_capacity,euler,73,7.3,68.8393835086,0.35,140.0,0.1
higher_capacity,euler,74,7.4,70.0640467509,0.35,140.0,0.1
higher_capacity,euler,75,7.5,71.2890457254,0.35,140.0,0.1
higher_capacity,euler,76,7.6,72.5136303157,0.35,140.0,0.1
higher_capacity,euler,77,7.7,73.7370507314,0.35,140.0,0.1
higher_capacity,euler,78,7.8,74.9585593443,0.35,140.0,0.1
higher_capacity,euler,79,7.9,76.1774125167,0.35,140.0,0.1
higher_capacity,euler,80,8.0,77.3928724103,0.35,140.0,0.1
higher_capacity,euler,81,8.1,78.6042087697,0.35,140.0,0.1
higher_capacity,euler,82,8.2,79.8107006675,0.35,140.0,0.1
higher_capacity,euler,83,8.3,81.0116382056,0.35,140.0,0.1
higher_capacity,euler,84,8.4,82.2063241617,0.35,140.0,0.1
higher_capacity,euler,85,8.5,83.3940755743,0.35,140.0,0.1
higher_capacity,euler,86,8.6,84.5742252591,0.35,140.0,0.1
higher_capacity,euler,87,8.7,85.7461232487,0.35,140.0,0.1
higher_capacity,euler,88,8.8,86.9091381493,0.35,140.0,0.1
higher_capacity,euler,89,8.9,88.0626584111,0.35,140.0,0.1
higher_capacity,euler,90,9.0,89.2060935039,0.35,140.0,0.1
higher_capacity,euler,91,9.1,90.338874997,0.35,140.0,0.1
higher_capacity,euler,92,9.2,91.4604575379,0.35,140.0,0.1
higher_capacity,euler,93,9.3,92.5703197285,0.35,140.0,0.1
higher_capacity,euler,94,9.4,93.6679648953,0.35,140.0,0.1
higher_capacity,euler,95,9.5,94.7529217548,0.35,140.0,0.1
higher_capacity,euler,96,9.6,95.8247449709,0.35,140.0,0.1
higher_capacity,rk4,0,0.0,10.0,0.35,140.0,0.1
higher_capacity,rk4,1,0.1,10.3299150448,0.35,140.0,0.1
higher_capacity,rk4,2,0.2,10.6698211407,0.35,140.0,0.1
higher_capacity,rk4,3,0.3,11.0199613343,0.35,140.0,0.1
higher_capacity,rk4,4,0.4,11.3805806134,0.35,140.0,0.1
higher_capacity,rk4,5,0.5,11.7519256281,0.35,140.0,0.1
higher_capacity,rk4,6,0.6,12.1342443884,0.35,140.0,0.1
higher_capacity,rk4,7,0.7,12.5277859389,0.35,140.0,0.1
higher_capacity,rk4,8,0.8,12.932800008,0.35,140.0,0.1
higher_capacity,rk4,9,0.9,13.3495366333,0.35,140.0,0.1
higher_capacity,rk4,10,1.0,13.7782457597,0.35,140.0,0.1
higher_capacity,rk4,11,1.1,14.2191768126,0.35,140.0,0.1
higher_capacity,rk4,12,1.2,14.672578243,0.35,140.0,0.1
higher_capacity,rk4,13,1.3,15.1386970461,0.35,140.0,0.1
higher_capacity,rk4,14,1.4,15.6177782519,0.35,140.0,0.1
higher_capacity,rk4,15,1.5,16.1100643883,0.35,140.0,0.1
higher_capacity,rk4,16,1.6,16.6157949157,0.35,140.0,0.1
higher_capacity,rk4,17,1.7,17.1352056343,0.35,140.0,0.1
higher_capacity,rk4,18,1.8,17.668528063,0.35,140.0,0.1
higher_capacity,rk4,19,1.9,18.2159887918,0.35,140.0,0.1
higher_capacity,rk4,20,2.0,18.7778088064,0.35,140.0,0.1
higher_capacity,rk4,21,2.1,19.354202787,0.35,140.0,0.1
higher_capacity,rk4,22,2.2,19.9453783816,0.35,140.0,0.1
higher_capacity,rk4,23,2.3,20.5515354554,0.35,140.0,0.1
higher_capacity,rk4,24,2.4,21.1728653163,0.35,140.0,0.1
higher_capacity,rk4,25,2.5,21.8095499202,0.35,140.0,0.1
higher_capacity,rk4,26,2.6,22.4617610556,0.35,140.0,0.1
higher_capacity,rk4,27,2.7,23.1296595109,0.35,140.0,0.1
higher_capacity,rk4,28,2.8,23.8133942264,0.35,140.0,0.1
higher_capacity,rk4,29,2.9,24.5131014331,0.35,140.0,0.1
higher_capacity,rk4,30,3.0,25.2289037817,0.35,140.0,0.1
higher_capacity,rk4,31,3.1,25.9609094644,0.35,140.0,0.1
higher_capacity,rk4,32,3.2,26.7092113332,0.35,140.0,0.1
higher_capacity,rk4,33,3.3,27.4738860178,0.35,140.0,0.1
higher_capacity,rk4,34,3.4,28.2549930472,0.35,140.0,0.1
higher_capacity,rk4,35,3.5,29.0525739801,0.35,140.0,0.1
higher_capacity,rk4,36,3.6,29.8666515457,0.35,140.0,0.1
higher_capacity,rk4,37,3.7,30.6972288034,0.35,140.0,0.1
higher_capacity,rk4,38,3.8,31.5442883222,0.35,140.0,0.1
higher_capacity,rk4,39,3.9,32.4077913879,0.35,140.0,0.1
higher_capacity,rk4,40,4.0,33.2876772412,0.35,140.0,0.1
higher_capacity,rk4,41,4.1,34.1838623534,0.35,140.0,0.1
higher_capacity,rk4,42,4.2,35.0962397436,0.35,140.0,0.1
higher_capacity,rk4,43,4.3,36.0246783444,0.35,140.0,0.1
higher_capacity,rk4,44,4.4,36.96902242,0.35,140.0,0.1
higher_capacity,rk4,45,4.5,37.9290910438,0.35,140.0,0.1
higher_capacity,rk4,46,4.6,38.9046776391,0.35,140.0,0.1
higher_capacity,rk4,47,4.7,39.8955495898,0.35,140.0,0.1
higher_capacity,rk4,48,4.8,40.9014479246,0.35,140.0,0.1
higher_capacity,rk4,49,4.9,41.9220870815,0.35,140.0,0.1
higher_capacity,rk4,50,5.0,42.9571547549,0.35,140.0,0.1
higher_capacity,rk4,51,5.1,44.0063118319,0.35,140.0,0.1
higher_capacity,rk4,52,5.2,45.0691924202,0.35,140.0,0.1
higher_capacity,rk4,53,5.3,46.1454039714,0.35,140.0,0.1
higher_capacity,rk4,54,5.4,47.234527503,0.35,140.0,0.1
higher_capacity,rk4,55,5.5,48.3361179216,0.35,140.0,0.1
higher_capacity,rk4,56,5.6,49.4497044487,0.35,140.0,0.1
higher_capacity,rk4,57,5.7,50.5747911511,0.35,140.0,0.1
higher_capacity,rk4,58,5.8,51.7108575756,0.35,140.0,0.1
higher_capacity,rk4,59,5.9,52.8573594893,0.35,140.0,0.1
higher_capacity,rk4,60,6.0,54.0137297231,0.35,140.0,0.1
higher_capacity,rk4,61,6.1,55.179379118,0.35,140.0,0.1
higher_capacity,rk4,62,6.2,56.3536975721,0.35,140.0,0.1
higher_capacity,rk4,63,6.3,57.5360551842,0.35,140.0,0.1
higher_capacity,rk4,64,6.4,58.7258034912,0.35,140.0,0.1
higher_capacity,rk4,65,6.5,59.9222767946,0.35,140.0,0.1
higher_capacity,rk4,66,6.6,61.1247935706,0.35,140.0,0.1
higher_capacity,rk4,67,6.7,62.3326579584,0.35,140.0,0.1
higher_capacity,rk4,68,6.8,63.5451613195,0.35,140.0,0.1
higher_capacity,rk4,69,6.9,64.7615838618,0.35,140.0,0.1
higher_capacity,rk4,70,7.0,65.9811963197,0.35,140.0,0.1
higher_capacity,rk4,71,7.1,67.2032616832,0.35,140.0,0.1
higher_capacity,rk4,72,7.2,68.4270369662,0.35,140.0,0.1
higher_capacity,rk4,73,7.3,69.6517750062,0.35,140.0,0.1
higher_capacity,rk4,74,7.4,70.8767262852,0.35,140.0,0.1
higher_capacity,rk4,75,7.5,72.1011407631,0.35,140.0,0.1
higher_capacity,rk4,76,7.6,73.324269714,0.35,140.0,0.1
higher_capacity,rk4,77,7.7,74.5453675549,0.35,140.0,0.1
higher_capacity,rk4,78,7.8,75.7636936591,0.35,140.0,0.1
higher_capacity,rk4,79,7.9,76.9785141433,0.35,140.0,0.1
higher_capacity,rk4,80,8.0,78.1891036199,0.35,140.0,0.1
higher_capacity,rk4,81,8.1,79.3947469062,0.35,140.0,0.1
higher_capacity,rk4,82,8.2,80.5947406814,0.35,140.0,0.1
higher_capacity,rk4,83,8.3,81.7883950833,0.35,140.0,0.1
higher_capacity,rk4,84,8.4,82.975035238,0.35,140.0,0.1
higher_capacity,rk4,85,8.5,84.1540027152,0.35,140.0,0.1
higher_capacity,rk4,86,8.6,85.3246569032,0.35,140.0,0.1
higher_capacity,rk4,87,8.7,86.486376297,0.35,140.0,0.1
higher_capacity,rk4,88,8.8,87.6385596961,0.35,140.0,0.1
higher_capacity,rk4,89,8.9,88.7806273069,0.35,140.0,0.1
higher_capacity,rk4,90,9.0,89.9120217463,0.35,140.0,0.1
higher_capacity,rk4,91,9.1,91.0322089441,0.35,140.0,0.1
higher_capacity,rk4,92,9.2,92.140678942,0.35,140.0,0.1
higher_capacity,rk4,93,9.3,93.2369465883,0.35,140.0,0.1
higher_capacity,rk4,94,9.4,94.3205521279,0.35,140.0,0.1
higher_capacity,rk4,95,9.5,95.3910616872,0.35,140.0,0.1
higher_capacity,rk4,96,9.6,96.4480676553,0.35,140.0,0.1
