scenario,seed,step,adoption_share,adopted_count
low_threshold,22,10,1.0,100
low_threshold,22,11,1.0,100
low_threshold,22,12,1.0,100
low_threshold,22,13,1.0,100
low_threshold,22,14,1.0,100
low_threshold,22,15,1.0,100
low_threshold,22,16,1.0,100
low_threshold,22,17,1.0,100
low_threshold,22,18,1.0,100
low_threshold,22,19,1.0,100
low_threshold,22,20,1.0,100
low_threshold,22,21,1.0,100
low_threshold,22,22,1.0,100
low_threshold,22,23,1.0,100
low_threshold,22,24,1.0,100
low_threshold,22,25,1.0,100
low_threshold,22,26,1.0,100
low_threshold,22,27,1.0,100
low_threshold,22,28,1.0,100
low_threshold,22,29,1.0,100
low_threshold,22,30,1.0,100
low_threshold,23,0,0.08,8
low_threshold,23,1,0.34,34
low_threshold,23,2,0.58,58
low_threshold,23,3,0.72,72
low_threshold,23,4,0.85,85
low_threshold,23,5,0.94,94
low_threshold,23,6,0.98,98
low_threshold,23,7,1.0,100
low_threshold,23,8,1.0,100
low_threshold,23,9,1.0,100
low_threshold,23,10,1.0,100
low_threshold,23,11,1.0,100
low_threshold,23,12,1.0,100
low_threshold,23,13,1.0,100
low_threshold,23,14,1.0,100
low_threshold,23,15,1.0,100
low_threshold,23,16,1.0,100
low_threshold,23,17,1.0,100
low_threshold,23,18,1.0,100
low_threshold,23,19,1.0,100
low_threshold,23,20,1.0,100
low_threshold,23,21,1.0,100
low_threshold,23,22,1.0,100
low_threshold,23,23,1.0,100
low_threshold,23,24,1.0,100
low_threshold,23,25,1.0,100
low_threshold,23,26,1.0,100
low_threshold,23,27,1.0,100
low_threshold,23,28,1.0,100
low_threshold,23,29,1.0,100
low_threshold,23,30,1.0,100
low_threshold,24,0,0.08,8
low_threshold,24,1,0.24,24
low_threshold,24,2,0.4,40
low_threshold,24,3,0.49,49
low_threshold,24,4,0.55,55
low_threshold,24,5,0.61,61
low_threshold,24,6,0.69,69
low_threshold,24,7,0.76,76
low_threshold,24,8,0.83,83
low_threshold,24,9,0.89,89
low_threshold,24,10,0.91,91
low_threshold,24,11,0.93,93
low_threshold,24,12,0.97,97
low_threshold,24,13,1.0,100
low_threshold,24,14,1.0,100
low_threshold,24,15,1.0,100
low_threshold,24,16,1.0,100
low_threshold,24,17,1.0,100
low_threshold,24,18,1.0,100
low_threshold,24,19,1.0,100
low_threshold,24,20,1.0,100
low_threshold,24,21,1.0,100
low_threshold,24,22,1.0,100
low_threshold,24,23,1.0,100
low_threshold,24,24,1.0,100
low_threshold,24,25,1.0,100
low_threshold,24,26,1.0,100
low_threshold,24,27,1.0,100
low_threshold,24,28,1.0,100
low_threshold,24,29,1.0,100
low_threshold,24,30,1.0,100
low_threshold,25,0,0.08,8
low_threshold,25,1,0.25,25
low_threshold,25,2,0.43,43
low_threshold,25,3,0.58,58
low_threshold,25,4,0.68,68
low_threshold,25,5,0.77,77
low_threshold,25,6,0.87,87
low_threshold,25,7,0.94,94
low_threshold,25,8,0.97,97
low_threshold,25,9,1.0,100
low_threshold,25,10,1.0,100
low_threshold,25,11,1.0,100
low_threshold,25,12,1.0,100
low_threshold,25,13,1.0,100
low_threshold,25,14,1.0,100
low_threshold,25,15,1.0,100
low_threshold,25,16,1.0,100
low_threshold,25,17,1.0,100
low_threshold,25,18,1.0,100
low_threshold,25,19,1.0,100
low_threshold,25,20,1.0,100
low_threshold,25,21,1.0,100
low_threshold,25,22,1.0,100
low_threshold,25,23,1.0,100
low_threshold,25,24,1.0,100
low_threshold,25,25,1.0,100
low_threshold,25,26,1.0,100
low_threshold,25,27,1.0,100
low_threshold,25,28,1.0,100
low_threshold,25,29,1.0,100
low_threshold,25,30,1.0,100
low_threshold,26,0,0.08,8
low_threshold,26,1,0.28,28
low_threshold,26,2,0.51,51
low_threshold,26,3,0.63,63
low_threshold,26,4,0.72,72
low_threshold,26,5,0.8,80
low_threshold,26,6,0.86,86
low_threshold,26,7,0.89,89
low_threshold,26,8,0.93,93
low_threshold,26,9,0.96,96
low_threshold,26,10,0.99,99
low_threshold,26,11,1.0,100
low_threshold,26,12,1.0,100
low_threshold,26,13,1.0,100
low_threshold,26,14,1.0,100
low_threshold,26,15,1.0,100
low_threshold,26,16,1.0,100
low_threshold,26,17,1.0,100
low_threshold,26,18,1.0,100
low_threshold,26,19,1.0,100
low_threshold,26,20,1.0,100
low_threshold,26,21,1.0,100
low_threshold,26,22,1.0,100
low_threshold,26,23,1.0,100
low_threshold,26,24,1.0,100
low_threshold,26,25,1.0,100
low_threshold,26,26,1.0,100
low_threshold,26,27,1.0,100
low_threshold,26,28,1.0,100
low_threshold,26,29,1.0,100
low_threshold,26,30,1.0,100
low_threshold,27,0,0.08,8
low_threshold,27,1,0.26,26
low_threshold,27,2,0.43,43
low_threshold,27,3,0.54,54
low_threshold,27,4,0.62,62
low_threshold,27,5,0.7,70
low_threshold,27,6,0.76,76
low_threshold,27,7,0.79,79
low_threshold,27,8,0.82,82
low_threshold,27,9,0.85,85
low_threshold,27,10,0.87,87
low_threshold,27,11,0.9,90
low_threshold,27,12,0.93,93
low_threshold,27,13,0.97,97
low_threshold,27,14,1.0,100
low_threshold,27,15,1.0,100
low_threshold,27,16,1.0,100
low_threshold,27,17,1.0,100
low_threshold,27,18,1.0,100
low_threshold,27,19,1.0,100
low_threshold,27,20,1.0,100
low_threshold,27,21,1.0,100
low_threshold,27,22,1.0,100
low_threshold,27,23,1.0,100
low_threshold,27,24,1.0,100
low_threshold,27,25,1.0,100
low_threshold,27,26,1.0,100
low_threshold,27,27,1.0,100
low_threshold,27,28,1.0,100
low_threshold,27,29,1.0,100
low_threshold,27,30,1.0,100
low_threshold,28,0,0.08,8
low_threshold,28,1,0.25,25
low_threshold,28,2,0.39,39
low_threshold,28,3,0.51,51
low_threshold,28,4,0.57,57
low_threshold,28,5,0.65,65
low_threshold,28,6,0.7,70
low_threshold,28,7,0.75,75
low_threshold,28,8,0.82,82
low_threshold,28,9,0.88,88
low_threshold,28,10,0.94,94
low_threshold,28,11,0.98,98
low_threshold,28,12,1.0,100
low_threshold,28,13,1.0,100
low_threshold,28,14,1.0,100
low_threshold,28,15,1.0,100
low_threshold,28,16,1.0,100
low_threshold,28,17,1.0,100
low_threshold,28,18,1.0,100
low_threshold,28,19,1.0,100
low_threshold,28,20,1.0,100
low_threshold,28,21,1.0,100
low_threshold,28,22,1.0,100
low_threshold,28,23,1.0,100
low_threshold,28,24,1.0,100
low_threshold,28,25,1.0,100
low_threshold,28,26,1.0,100
low_threshold,28,27,1.0,100
low_threshold,28,28,1.0,100
low_threshold,28,29,1.0,100
low_threshold,28,30,1.0,100
low_threshold,29,0,0.08,8
low_threshold,29,1,0.28,28
low_threshold,29,2,0.49,49
low_threshold,29,3,0.69,69
low_threshold,29,4,0.81,81
low_threshold,29,5,0.89,89
low_threshold,29,6,0.94,94
low_threshold,29,7,1.0,100
low_threshold,29,8,1.0,100
low_threshold,29,9,1.0,100
low_threshold,29,10,1.0,100
low_threshold,29,11,1.0,100
low_threshold,29,12,1.0,100
low_threshold,29,13,1.0,100
low_threshold,29,14,1.0,100
low_threshold,29,15,1.0,100
low_threshold,29,16,1.0,100
low_threshold,29,17,1.0,100
low_threshold,29,18,1.0,100
low_threshold,29,19,1.0,100
low_threshold,29,20,1.0,100
low_threshold,29,21,1.0,100
low_threshold,29,22,1.0,100
low_threshold,29,23,1.0,100
low_threshold,29,24,1.0,100
low_threshold,29,25,1.0,100
low_threshold,29,26,1.0,100
low_threshold,29,27,1.0,100
low_threshold,29,28,1.0,100
low_threshold,29,29,1.0,100
low_threshold,29,30,1.0,100
low_threshold,30,0,0.08,8
low_threshold,30,1,0.24,24
low_threshold,30,2,0.46,46
low_threshold,30,3,0.62,62
low_threshold,30,4,0.71,71
low_threshold,30,5,0.81,81
low_threshold,30,6,0.9,90
low_threshold,30,7,0.92,92
low_threshold,30,8,0.96,96
low_threshold,30,9,0.98,98
low_threshold,30,10,1.0,100
low_threshold,30,11,1.0,100
low_threshold,30,12,1.0,100
low_threshold,30,13,1.0,100
low_threshold,30,14,1.0,100
low_threshold,30,15,1.0,100
low_threshold,30,16,1.0,100
low_threshold,30,17,1.0,100
low_threshold,30,18,1.0,100
low_threshold,30,19,1.0,100
low_threshold,30,20,1.0,100
low_threshold,30,21,1.0,100
low_threshold,30,22,1.0,100
low_threshold,30,23,1.0,100
low_threshold,30,24,1.0,100
low_threshold,30,25,1.0,100
low_threshold,30,26,1.0,100
low_threshold,30,27,1.0,100
low_threshold,30,28,1.0,100
low_threshold,30,29,1.0,100
low_threshold,30,30,1.0,100
low_threshold,31,0,0.08,8
low_threshold,31,1,0.25,25
low_threshold,31,2,0.47,47
low_threshold,31,3,0.65,65
low_threshold,31,4,0.76,76
low_threshold,31,5,0.85,85
low_threshold,31,6,0.91,91
low_threshold,31,7,0.95,95
low_threshold,31,8,0.98,98
low_threshold,31,9,1.0,100
low_threshold,31,10,1.0,100
low_threshold,31,11,1.0,100
low_threshold,31,12,1.0,100
low_threshold,31,13,1.0,100
low_threshold,31,14,1.0,100
low_threshold,31,15,1.0,100
low_threshold,31,16,1.0,100
low_threshold,31,17,1.0,100
low_threshold,31,18,1.0,100
low_threshold,31,19,1.0,100
low_threshold,31,20,1.0,100
low_threshold,31,21,1.0,100
low_threshold,31,22,1.0,100
low_threshold,31,23,1.0,100
low_threshold,31,24,1.0,100
low_threshold,31,25,1.0,100
low_threshold,31,26,1.0,100
low_threshold,31,27,1.0,100
low_threshold,31,28,1.0,100
low_threshold,31,29,1.0,100
low_threshold,31,30,1.0,100
low_threshold,32,0,0.08,8
low_threshold,32,1,0.22,22
low_threshold,32,2,0.43,43
low_threshold,32,3,0.64,64
low_threshold,32,4,0.77,77
low_threshold,32,5,0.86,86
low_threshold,32,6,0.92,92
low_threshold,32,7,0.97,97
low_threshold,32,8,1.0,100
low_threshold,32,9,1.0,100
low_threshold,32,10,1.0,100
low_threshold,32,11,1.0,100
low_threshold,32,12,1.0,100
low_threshold,32,13,1.0,100
low_threshold,32,14,1.0,100
low_threshold,32,15,1.0,100
low_threshold,32,16,1.0,100
low_threshold,32,17,1.0,100
low_threshold,32,18,1.0,100
low_threshold,32,19,1.0,100
low_threshold,32,20,1.0,100
low_threshold,32,21,1.0,100
low_threshold,32,22,1.0,100
low_threshold,32,23,1.0,100
low_threshold,32,24,1.0,100
low_threshold,32,25,1.0,100
low_threshold,32,26,1.0,100
low_threshold,32,27,1.0,100
low_threshold,32,28,1.0,100
low_threshold,32,29,1.0,100
low_threshold,32,30,1.0,100
low_threshold,33,0,0.08,8
low_threshold,33,1,0.24,24
low_threshold,33,2,0.39,39
low_threshold,33,3,0.51,51
low_threshold,33,4,0.61,61
low_threshold,33,5,0.67,67
low_threshold,33,6,0.73,73
low_threshold,33,7,0.76,76
low_threshold,33,8,0.8,80
low_threshold,33,9,0.82,82
low_threshold,33,10,0.86,86
low_threshold,33,11,0.89,89
low_threshold,33,12,0.92,92
low_threshold,33,13,0.94,94
low_threshold,33,14,0.98,98
low_threshold,33,15,1.0,100
low_threshold,33,16,1.0,100
low_threshold,33,17,1.0,100
low_threshold,33,18,1.0,100
low_threshold,33,19,1.0,100
low_threshold,33,20,1.0,100
low_threshold,33,21,1.0,100
low_threshold,33,22,1.0,100
low_threshold,33,23,1.0,100
low_threshold,33,24,1.0,100
low_threshold,33,25,1.0,100
low_threshold,33,26,1.0,100
low_threshold,33,27,1.0,100
low_threshold,33,28,1.0,100
low_threshold,33,29,1.0,100
low_threshold,33,30,1.0,100
low_threshold,34,0,0.08,8
low_threshold,34,1,0.26,26
low_threshold,34,2,0.48,48
low_threshold,34,3,0.66,66
low_threshold,34,4,0.78,78
low_threshold,34,5,0.9,90
low_threshold,34,6,0.98,98
low_threshold,34,7,1.0,100
low_threshold,34,8,1.0,100
low_threshold,34,9,1.0,100
low_threshold,34,10,1.0,100
low_threshold,34,11,1.0,100
low_threshold,34,12,1.0,100
low_threshold,34,13,1.0,100
low_threshold,34,14,1.0,100
low_threshold,34,15,1.0,100
low_threshold,34,16,1.0,100
low_threshold,34,17,1.0,100
low_threshold,34,18,1.0,100
low_threshold,34,19,1.0,100
low_threshold,34,20,1.0,100
low_threshold,34,21,1.0,100
low_threshold,34,22,1.0,100
low_threshold,34,23,1.0,100
low_threshold,34,24,1.0,100
low_threshold,34,25,1.0,100
low_threshold,34,26,1.0,100
low_threshold,34,27,1.0,100
low_threshold,34,28,1.0,100
low_threshold,34,29,1.0,100
low_threshold,34,30,1.0,100
low_threshold,35,0,0.08,8
low_threshold,35,1,0.22,22
low_threshold,35,2,0.42,42
low_threshold,35,3,0.53,53
low_threshold,35,4,0.62,62
low_threshold,35,5,0.68,68
low_threshold,35,6,0.7,70
low_threshold,35,7,0.74,74
low_threshold,35,8,0.77,77
low_threshold,35,9,0.81,81
low_threshold,35,10,0.85,85
low_threshold,35,11,0.87,87
low_threshold,35,12,0.91,91
low_threshold,35,13,0.94,94
low_threshold,35,14,0.97,97
low_threshold,35,15,1.0,100
low_threshold,35,16,1.0,100
low_threshold,35,17,1.0,100
low_threshold,35,18,1.0,100
low_threshold,35,19,1.0,100
low_threshold,35,20,1.0,100
low_threshold,35,21,1.0,100
low_threshold,35,22,1.0,100
low_threshold,35,23,1.0,100
low_threshold,35,24,1.0,100
low_threshold,35,25,1.0,100
low_threshold,35,26,1.0,100
low_threshold,35,27,1.0,100
low_threshold,35,28,1.0,100
low_threshold,35,29,1.0,100
low_threshold,35,30,1.0,100
low_threshold,36,0,0.08,8
low_threshold,36,1,0.27,27
low_threshold,36,2,0.51,51
low_threshold,36,3,0.62,62
low_threshold,36,4,0.66,66
low_threshold,36,5,0.69,69
low_threshold,36,6,0.72,72
low_threshold,36,7,0.75,75
low_threshold,36,8,0.79,79
low_threshold,36,9,0.82,82
low_threshold,36,10,0.86,86
low_threshold,36,11,0.9,90
low_threshold,36,12,0.92,92
low_threshold,36,13,0.96,96
low_threshold,36,14,0.99,99
low_threshold,36,15,1.0,100
low_threshold,36,16,1.0,100
low_threshold,36,17,1.0,100
low_threshold,36,18,1.0,100
low_threshold,36,19,1.0,100
low_threshold,36,20,1.0,100
low_threshold,36,21,1.0,100
low_threshold,36,22,1.0,100
low_threshold,36,23,1.0,100
low_threshold,36,24,1.0,100
low_threshold,36,25,1.0,100
low_threshold,36,26,1.0,100
low_threshold,36,27,1.0,100
low_threshold,36,28,1.0,100
low_threshold,36,29,1.0,100
low_threshold,36,30,1.0,100
low_threshold,37,0,0.08,8
low_threshold,37,1,0.28,28
low_threshold,37,2,0.45,45
low_threshold,37,3,0.55,55
low_threshold,37,4,0.65,65
low_threshold,37,5,0.74,74
low_threshold,37,6,0.84,84
low_threshold,37,7,0.9,90
low_threshold,37,8,0.96,96
low_threshold,37,9,1.0,100
low_threshold,37,10,1.0,100
low_threshold,37,11,1.0,100
low_threshold,37,12,1.0,100
low_threshold,37,13,1.0,100
low_threshold,37,14,1.0,100
low_threshold,37,15,1.0,100
low_threshold,37,16,1.0,100
low_threshold,37,17,1.0,100
low_threshold,37,18,1.0,100
low_threshold,37,19,1.0,100
low_threshold,37,20,1.0,100
low_threshold,37,21,1.0,100
low_threshold,37,22,1.0,100
low_threshold,37,23,1.0,100
low_threshold,37,24,1.0,100
low_threshold,37,25,1.0,100
low_threshold,37,26,1.0,100
low_threshold,37,27,1.0,100
low_threshold,37,28,1.0,100
low_threshold,37,29,1.0,100
low_threshold,37,30,1.0,100
low_threshold,38,0,0.08,8
low_threshold,38,1,0.28,28
low_threshold,38,2,0.46,46
low_threshold,38,3,0.63,63
low_threshold,38,4,0.71,71
low_threshold,38,5,0.74,74
low_threshold,38,6,0.78,78
low_threshold,38,7,0.81,81
low_threshold,38,8,0.85,85
low_threshold,38,9,0.87,87
low_threshold,38,10,0.91,91
low_threshold,38,11,0.94,94
low_threshold,38,12,0.98,98
low_threshold,38,13,1.0,100
low_threshold,38,14,1.0,100
low_threshold,38,15,1.0,100
low_threshold,38,16,1.0,100
low_threshold,38,17,1.0,100
low_threshold,38,18,1.0,100
low_threshold,38,19,1.0,100
low_threshold,38,20,1.0,100
low_threshold,38,21,1.0,100
low_threshold,38,22,1.0,100
low_threshold,38,23,1.0,100
low_threshold,38,24,1.0,100
low_threshold,38,25,1.0,100
low_threshold,38,26,1.0,100
low_threshold,38,27,1.0,100
low_threshold,38,28,1.0,100
low_threshold,38,29,1.0,100
low_threshold,38,30,1.0,100
low_threshold,39,0,0.08,8
low_threshold,39,1,0.29,29
low_threshold,39,2,0.47,47
low_threshold,39,3,0.61,61
low_threshold,39,4,0.67,67
low_threshold,39,5,0.78,78
low_threshold,39,6,0.84,84
low_threshold,39,7,0.9,90
low_threshold,39,8,0.94,94
low_threshold,39,9,0.98,98
low_threshold,39,10,1.0,100
low_threshold,39,11,1.0,100
low_threshold,39,12,1.0,100
low_threshold,39,13,1.0,100
low_threshold,39,14,1.0,100
low_threshold,39,15,1.0,100
low_threshold,39,16,1.0,100
low_threshold,39,17,1.0,100
low_threshold,39,18,1.0,100
low_threshold,39,19,1.0,100
low_threshold,39,20,1.0,100
low_threshold,39,21,1.0,100
low_threshold,39,22,1.0,100
low_threshold,39,23,1.0,100
low_threshold,39,24,1.0,100
low_threshold,39,25,1.0,100
low_threshold,39,26,1.0,100
low_threshold,39,27,1.0,100
low_threshold,39,28,1.0,100
low_threshold,39,29,1.0,100
low_threshold,39,30,1.0,100
low_threshold,40,0,0.08,8
low_threshold,40,1,0.25,25
low_threshold,40,2,0.44,44
low_threshold,40,3,0.65,65
low_threshold,40,4,0.76,76
low_threshold,40,5,0.8,80
low_threshold,40,6,0.83,83
low_threshold,40,7,0.86,86
low_threshold,40,8,0.9,90
low_threshold,40,9,0.93,93
low_threshold,40,10,0.97,97
low_threshold,40,11,1.0,100
low_threshold,40,12,1.0,100
low_threshold,40,13,1.0,100
low_threshold,40,14,1.0,100
low_threshold,40,15,1.0,100
low_threshold,40,16,1.0,100
low_threshold,40,17,1.0,100
low_threshold,40,18,1.0,100
low_threshold,40,19,1.0,100
low_threshold,40,20,1.0,100
low_threshold,40,21,1.0,100
low_threshold,40,22,1.0,100
low_threshold,40,23,1.0,100
low_threshold,40,24,1.0,100
low_threshold,40,25,1.0,100
low_threshold,40,26,1.0,100
low_threshold,40,27,1.0,100
low_threshold,40,28,1.0,100
low_threshold,40,29,1.0,100
low_threshold,40,30,1.0,100
high_threshold,1,0,0.08,8
high_threshold,1,1,0.09,9
high_threshold,1,2,0.09,9
high_threshold,1,3,0.09,9
high_threshold,1,4,0.09,9
high_threshold,1,5,0.09,9
high_threshold,1,6,0.09,9
high_threshold,1,7,0.09,9
high_threshold,1,8,0.09,9
high_threshold,1,9,0.09,9
high_threshold,1,10,0.09,9
high_threshold,1,11,0.09,9
high_threshold,1,12,0.09,9
high_threshold,1,13,0.09,9
high_threshold,1,14,0.09,9
high_threshold,1,15,0.09,9
high_threshold,1,16,0.09,9
high_threshold,1,17,0.09,9
high_threshold,1,18,0.09,9
high_threshold,1,19,0.09,9
high_threshold,1,20,0.09,9
high_threshold,1,21,0.09,9
high_threshold,1,22,0.09,9
high_threshold,1,23,0.09,9
high_threshold,1,24,0.09,9
high_threshold,1,25,0.09,9
high_threshold,1,26,0.09,9
high_threshold,1,27,0.09,9
high_threshold,1,28,0.09,9
high_threshold,1,29,0.09,9
high_threshold,1,30,0.09,9
high_threshold,2,0,0.08,8
high_threshold,2,1,0.1,10
high_threshold,2,2,0.11,11
high_threshold,2,3,0.12,12
high_threshold,2,4,0.13,13
high_threshold,2,5,0.14,14
high_threshold,2,6,0.14,14
high_threshold,2,7,0.14,14
high_threshold,2,8,0.14,14
high_threshold,2,9,0.14,14
high_threshold,2,10,0.14,14
high_threshold,2,11,0.14,14
high_threshold,2,12,0.14,14
high_threshold,2,13,0.14,14
high_threshold,2,14,0.14,14
high_threshold,2,15,0.14,14
high_threshold,2,16,0.14,14
high_threshold,2,17,0.14,14
high_threshold,2,18,0.14,14
high_threshold,2,19,0.14,14
high_threshold,2,20,0.14,14
high_threshold,2,21,0.14,14
high_threshold,2,22,0.14,14
high_threshold,2,23,0.14,14
high_threshold,2,24,0.14,14
high_threshold,2,25,0.14,14
high_threshold,2,26,0.14,14
high_threshold,2,27,0.14,14
high_threshold,2,28,0.14,14
high_threshold,2,29,0.14,14
high_threshold,2,30,0.14,14
high_threshold,3,0,0.08,8
high_threshold,3,1,0.09,9
high_threshold,3,2,0.11,11
high_threshold,3,3,0.12,12
high_threshold,3,4,0.13,13
high_threshold,3,5,0.13,13
high_threshold,3,6,0.13,13
high_threshold,3,7,0.13,13
high_threshold,3,8,0.13,13
high_threshold,3,9,0.13,13
high_threshold,3,10,0.13,13
high_threshold,3,11,0.13,13
high_threshold,3,12,0.13,13
high_threshold,3,13,0.13,13
high_threshold,3,14,0.13,13
high_threshold,3,15,0.13,13
high_threshold,3,16,0.13,13
high_threshold,3,17,0.13,13
high_threshold,3,18,0.13,13
high_threshold,3,19,0.13,13
high_threshold,3,20,0.13,13
high_threshold,3,21,0.13,13
high_threshold,3,22,0.13,13
high_threshold,3,23,0.13,13
high_threshold,3,24,0.13,13
high_threshold,3,25,0.13,13
high_threshold,3,26,0.13,13
high_threshold,3,27,0.13,13
high_threshold,3,28,0.13,13
high_threshold,3,29,0.13,13
high_threshold,3,30,0.13,13
high_threshold,4,0,0.08,8
high_threshold,4,1,0.09,9
high_threshold,4,2,0.09,9
high_threshold,4,3,0.09,9
high_threshold,4,4,0.09,9
high_threshold,4,5,0.09,9
high_threshold,4,6,0.09,9
high_threshold,4,7,0.09,9
high_threshold,4,8,0.09,9
high_threshold,4,9,0.09,9
high_threshold,4,10,0.09,9
high_threshold,4,11,0.09,9
high_threshold,4,12,0.09,9
high_threshold,4,13,0.09,9
high_threshold,4,14,0.09,9
high_threshold,4,15,0.09,9
high_threshold,4,16,0.09,9
high_threshold,4,17,0.09,9
high_threshold,4,18,0.09,9
high_threshold,4,19,0.09,9
high_threshold,4,20,0.09,9
high_threshold,4,21,0.09,9
high_threshold,4,22,0.09,9
high_threshold,4,23,0.09,9
high_threshold,4,24,0.09,9
high_threshold,4,25,0.09,9
high_threshold,4,26,0.09,9
high_threshold,4,27,0.09,9
high_threshold,4,28,0.09,9
high_threshold,4,29,0.09,9
high_threshold,4,30,0.09,9
high_threshold,5,0,0.08,8
high_threshold,5,1,0.08,8
high_threshold,5,2,0.08,8
high_threshold,5,3,0.08,8
high_threshold,5,4,0.08,8
high_threshold,5,5,0.08,8
high_threshold,5,6,0.08,8
high_threshold,5,7,0.08,8
high_threshold,5,8,0.08,8
high_threshold,5,9,0.08,8
high_threshold,5,10,0.08,8
high_threshold,5,11,0.08,8
high_threshold,5,12,0.08,8
high_threshold,5,13,0.08,8
high_threshold,5,14,0.08,8
high_threshold,5,15,0.08,8
high_threshold,5,16,0.08,8
high_threshold,5,17,0.08,8
high_threshold,5,18,0.08,8
high_threshold,5,19,0.08,8
high_threshold,5,20,0.08,8
high_threshold,5,21,0.08,8
high_threshold,5,22,0.08,8
high_threshold,5,23,0.08,8
high_threshold,5,24,0.08,8
high_threshold,5,25,0.08,8
high_threshold,5,26,0.08,8
high_threshold,5,27,0.08,8
high_threshold,5,28,0.08,8
high_threshold,5,29,0.08,8
high_threshold,5,30,0.08,8
high_threshold,6,0,0.08,8
high_threshold,6,1,0.08,8
high_threshold,6,2,0.08,8
high_threshold,6,3,0.08,8
high_threshold,6,4,0.08,8
high_threshold,6,5,0.08,8
high_threshold,6,6,0.08,8
high_threshold,6,7,0.08,8
high_threshold,6,8,0.08,8
high_threshold,6,9,0.08,8
high_threshold,6,10,0.08,8
high_threshold,6,11,0.08,8
high_threshold,6,12,0.08,8
high_threshold,6,13,0.08,8
high_threshold,6,14,0.08,8
high_threshold,6,15,0.08,8
high_threshold,6,16,0.08,8
high_threshold,6,17,0.08,8
high_threshold,6,18,0.08,8
high_threshold,6,19,0.08,8
high_threshold,6,20,0.08,8
high_threshold,6,21,0.08,8
high_threshold,6,22,0.08,8
high_threshold,6,23,0.08,8
high_threshold,6,24,0.08,8
high_threshold,6,25,0.08,8
high_threshold,6,26,0.08,8
high_threshold,6,27,0.08,8
high_threshold,6,28,0.08,8
high_threshold,6,29,0.08,8
high_threshold,6,30,0.08,8
high_threshold,7,0,0.08,8
high_threshold,7,1,0.1,10
high_threshold,7,2,0.12,12
high_threshold,7,3,0.12,12
high_threshold,7,4,0.12,12
high_threshold,7,5,0.12,12
high_threshold,7,6,0.12,12
high_threshold,7,7,0.12,12
high_threshold,7,8,0.12,12
high_threshold,7,9,0.12,12
high_threshold,7,10,0.12,12
high_threshold,7,11,0.12,12
high_threshold,7,12,0.12,12
high_threshold,7,13,0.12,12
high_threshold,7,14,0.12,12
high_threshold,7,15,0.12,12
high_threshold,7,16,0.12,12
high_threshold,7,17,0.12,12
high_threshold,7,18,0.12,12
high_threshold,7,19,0.12,12
high_threshold,7,20,0.12,12
high_threshold,7,21,0.12,12
high_threshold,7,22,0.12,12
high_threshold,7,23,0.12,12
high_threshold,7,24,0.12,12
high_threshold,7,25,0.12,12
high_threshold,7,26,0.12,12
high_threshold,7,27,0.12,12
high_threshold,7,28,0.12,12
high_threshold,7,29,0.12,12
high_threshold,7,30,0.12,12
high_threshold,8,0,0.08,8
high_threshold,8,1,0.09,9
high_threshold,8,2,0.1,10
high_threshold,8,3,0.1,10
high_threshold,8,4,0.1,10
high_threshold,8,5,0.1,10
high_threshold,8,6,0.1,10
high_threshold,8,7,0.1,10
high_threshold,8,8,0.1,10
high_threshold,8,9,0.1,10
high_threshold,8,10,0.1,10
high_threshold,8,11,0.1,10
high_threshold,8,12,0.1,10
high_threshold,8,13,0.1,10
high_threshold,8,14,0.1,10
high_threshold,8,15,0.1,10
high_threshold,8,16,0.1,10
high_threshold,8,17,0.1,10
high_threshold,8,18,0.1,10
high_threshold,8,19,0.1,10
high_threshold,8,20,0.1,10
high_threshold,8,21,0.1,10
high_threshold,8,22,0.1,10
high_threshold,8,23,0.1,10
high_threshold,8,24,0.1,10
high_threshold,8,25,0.1,10
high_threshold,8,26,0.1,10
high_threshold,8,27,0.1,10
high_threshold,8,28,0.1,10
high_threshold,8,29,0.1,10
high_threshold,8,30,0.1,10
high_threshold,9,0,0.08,8
high_threshold,9,1,0.08,8
high_threshold,9,2,0.08,8
high_threshold,9,3,0.08,8
high_threshold,9,4,0.08,8
high_threshold,9,5,0.08,8
high_threshold,9,6,0.08,8
high_threshold,9,7,0.08,8
high_threshold,9,8,0.08,8
high_threshold,9,9,0.08,8
high_threshold,9,10,0.08,8
high_threshold,9,11,0.08,8
high_threshold,9,12,0.08,8
high_threshold,9,13,0.08,8
high_threshold,9,14,0.08,8
high_threshold,9,15,0.08,8
high_threshold,9,16,0.08,8
high_threshold,9,17,0.08,8
high_threshold,9,18,0.08,8
high_threshold,9,19,0.08,8
high_threshold,9,20,0.08,8
high_threshold,9,21,0.08,8
high_threshold,9,22,0.08,8
high_threshold,9,23,0.08,8
high_threshold,9,24,0.08,8
high_threshold,9,25,0.08,8
high_threshold,9,26,0.08,8
high_threshold,9,27,0.08,8
high_threshold,9,28,0.08,8
high_threshold,9,29,0.08,8
high_threshold,9,30,0.08,8
high_threshold,10,0,0.08,8
high_threshold,10,1,0.1,10
high_threshold,10,2,0.12,12
high_threshold,10,3,0.12,12
high_threshold,10,4,0.12,12
high_threshold,10,5,0.12,12
high_threshold,10,6,0.12,12
high_threshold,10,7,0.12,12
high_threshold,10,8,0.12,12
high_threshold,10,9,0.12,12
high_threshold,10,10,0.12,12
high_threshold,10,11,0.12,12
high_threshold,10,12,0.12,12
high_threshold,10,13,0.12,12
high_threshold,10,14,0.12,12
