scenario,step,time,state,rate,capacity,interpretation
high_capacity,97,9.7,48.422839376,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,98,9.8,49.0563288245,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,99,9.9,49.6936663441,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,100,10.0,50.3347596032,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,101,10.1,50.9795136489,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,102,10.2,51.6278309488,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,103,10.3,52.2796114351,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,104,10.4,52.9347525536,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,105,10.5,53.5931493149,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,106,10.6,54.2546943507,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,107,10.7,54.9192779722,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,108,10.8,55.5867882326,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,109,10.9,56.2571109936,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,110,11.0,56.9301299938,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,111,11.1,57.6057269221,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,112,11.2,58.2837814928,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,113,11.3,58.9641715248,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,114,11.4,59.6467730233,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,115,11.5,60.3314602649,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,116,11.6,61.0181058848,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,117,11.7,61.7065809674,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,118,11.8,62.396755139,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,119,11.9,63.0884966629,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,120,12.0,63.7816725374,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,121,12.1,64.4761485951,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,122,12.2,65.1717896044,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,123,12.3,65.8684593736,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,124,12.4,66.5660208554,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,125,12.5,67.2643362535,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,126,12.6,67.9632671312,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,127,12.7,68.6626745197,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,128,12.8,69.3624190283,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,129,12.9,70.0623609556,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,130,13.0,70.7623604,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,131,13.1,71.4622773724,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,132,13.2,72.1619719074,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,133,13.3,72.8613041756,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,134,13.4,73.5601345953,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,135,13.5,74.2583239442,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,136,13.6,74.9557334695,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,137,13.7,75.6522249989,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,138,13.8,76.3476610492,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,139,13.9,77.0419049348,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,140,14.0,77.7348208741,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,141,14.1,78.426274095,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,142,14.2,79.1161309385,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,143,14.3,79.8042589609,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,144,14.4,80.4905270332,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,145,14.5,81.1748054393,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,146,14.6,81.8569659712,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,147,14.7,82.5368820224,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,148,14.8,83.2144286779,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,149,14.9,83.8894828029,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,150,15.0,84.5619231268,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,151,15.1,85.2316303261,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,152,15.2,85.8984871029,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,153,15.3,86.5623782612,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,154,15.4,87.2231907792,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,155,15.5,87.8808138791,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,156,15.6,88.5351390927,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,157,15.7,89.186060324,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,158,15.8,89.8334739081,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,159,15.9,90.4772786671,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,160,16.0,91.1173759611,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,161,16.1,91.7536697372,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,162,16.2,92.3860665734,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,163,16.3,93.0144757196,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,164,16.4,93.6388091349,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,165,16.5,94.258981521,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,166,16.6,94.8749103518,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,167,16.7,95.4865158996,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,168,16.8,96.0937212578,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,169,16.9,96.6964523594,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,170,17.0,97.2946379924,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,171,17.1,97.888209812,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,172,17.2,98.4771023482,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,173,17.3,99.0612530113,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,174,17.4,99.6406020932,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,175,17.5,100.2150927658,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,176,17.6,100.7846710756,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,177,17.7,101.3492859366,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,178,17.8,101.9088891182,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,179,17.9,102.4634352318,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,180,18.0,103.0128817137,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,181,18.1,103.5571888052,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,182,18.2,104.0963195309,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,183,18.3,104.6302396729,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,184,18.4,105.1589177444,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,185,18.5,105.6823249591,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,186,18.6,106.2004351999,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,187,18.7,106.7132249844,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,188,18.8,107.2206734288,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,189,18.9,107.7227622102,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,190,19.0,108.2194755261,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,191,19.1,108.7108000533,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,192,19.2,109.1967249046,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,193,19.3,109.6772415842,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,194,19.4,110.1523439413,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,195,19.5,110.6220281236,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,196,19.6,111.0862925281,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,197,19.7,111.5451377518,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,198,19.8,111.9985665417,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,199,19.9,112.4465837429,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,200,20.0,112.889196247,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,201,20.1,113.3264129392,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,202,20.2,113.7582446452,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,203,20.3,114.1847040774,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,204,20.4,114.605805781,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,205,20.5,115.0215660797,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,206,20.6,115.4320030208,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,207,20.7,115.837136321,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,208,20.8,116.2369873116,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,209,20.9,116.6315788836,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,210,21.0,117.0209354337,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,211,21.1,117.4050828096,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,212,21.2,117.7840482559,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,213,21.3,118.1578603605,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,214,21.4,118.5265490013,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,215,21.5,118.890145293,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,216,21.6,119.2486815349,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,217,21.7,119.6021911587,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,218,21.8,119.9507086776,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,219,21.9,120.2942696351,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,220,22.0,120.6329105554,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,221,22.1,120.9666688938,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,222,22.2,121.2955829883,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,223,22.3,121.619692012,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,224,22.4,121.9390359258,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,225,22.5,122.2536554326,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,226,22.6,122.5635919317,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,227,22.7,122.868887475,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,228,22.8,123.1695847232,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,229,22.9,123.4657269032,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,230,23.0,123.757357767,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,231,23.1,124.0445215507,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,232,23.2,124.3272629351,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,233,23.3,124.6056270068,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,234,23.4,124.879659221,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,235,23.5,125.1494053644,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,236,23.6,125.4149115198,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,237,23.7,125.6762240314,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,238,23.8,125.9333894711,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,239,23.9,126.1864546057,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,240,24.0,126.4354663655,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,241,24.1,126.6804718135,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,242,24.2,126.9215181157,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,243,24.3,127.1586525121,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,244,24.4,127.3919222897,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,245,24.5,127.6213747548,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,246,24.6,127.8470572079,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,247,24.7,128.0690169182,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,248,24.8,128.2873011003,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,249,24.9,128.5019568903,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,250,25.0,128.7130313246,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,251,25.1,128.9205713178,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,252,25.2,129.1246236429,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,253,25.3,129.3252349114,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,254,25.4,129.5224515546,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,255,25.5,129.7163198062,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,256,25.6,129.9068856846,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,257,25.7,130.0941949771,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,258,25.8,130.2782932242,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,259,25.9,130.4592257051,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,260,26.0,130.6370374233,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,261,26.1,130.8117730936,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,262,26.2,130.9834771298,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,263,26.3,131.1521936322,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,264,26.4,131.3179663771,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,265,26.5,131.4808388056,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,266,26.6,131.6408540141,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,267,26.7,131.798054745,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,268,26.8,131.9524833778,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,269,26.9,132.1041819212,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,270,27.0,132.2531920052,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,271,27.1,132.3995548745,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,272,27.2,132.5433113818,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,273,27.3,132.684501982,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,274,27.4,132.8231667265,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,275,27.5,132.9593452583,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,276,27.6,133.0930768075,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,277,27.7,133.2244001874,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,278,27.8,133.3533537904,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,279,27.9,133.4799755851,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,280,28.0,133.6043031137,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,281,28.1,133.7263734887,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,282,28.2,133.8462233919,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,283,28.3,133.9638890717,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,284,28.4,134.0794063424,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,285,28.5,134.1928105828,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,286,28.6,134.3041367355,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,287,28.7,134.4134193068,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,288,28.8,134.5206923658,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,289,28.9,134.6259895453,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,290,29.0,134.7293440418,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,291,29.1,134.8307886161,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,292,29.2,134.9303555943,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,293,29.3,135.0280768689,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,294,29.4,135.1239839002,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,295,29.5,135.2181077174,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,296,29.6,135.3104789211,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,297,29.7,135.4011276844,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,298,29.8,135.4900837555,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,299,29.9,135.5773764597,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,300,30.0,135.6630347021,0.2,140.0,Higher upper constraint or carrying capacity
stress_capacity,0,0.0,10.0,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,1,0.1,10.1714285714,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,2,0.2,10.3452977259,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,3,0.3,10.5216250562,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,4,0.4,10.7004276733,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,5,0.5,10.8817221833,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,6,0.6,11.0655246619,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,7,0.7,11.2518506305,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,8,0.8,11.440715031,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,9,0.9,11.6321322,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,10,1.0,11.8261158442,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,11,1.1,12.0226790137,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,12,1.2,12.2218340766,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,13,1.3,12.4235926929,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,14,1.4,12.6279657881,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,15,1.5,12.8349635267,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,16,1.6,13.0445952862,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,17,1.7,13.2568696302,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,18,1.8,13.4717942821,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,19,1.9,13.6893760988,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,20,2.0,13.9096210442,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,21,2.1,14.1325341629,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,22,2.2,14.3581195542,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,23,2.3,14.5863803461,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,24,2.4,14.8173186697,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,25,2.5,15.0509356338,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,26,2.6,15.2872312998,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,27,2.7,15.526204657,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,28,2.8,15.7678535984,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,29,2.9,16.0121748969,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,30,3.0,16.259164182,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,31,3.1,16.5088159171,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,32,3.2,16.7611233775,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,33,3.3,17.0160786288,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,34,3.4,17.2736725065,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,35,3.5,17.5338945961,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,36,3.6,17.7967332138,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,37,3.7,18.0621753887,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,38,3.8,18.3302068451,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,39,3.9,18.6008119868,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,40,4.0,18.8739738818,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,41,4.1,19.149674248,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,42,4.2,19.4278934405,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,43,4.3,19.7086104397,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,44,4.4,19.9918028412,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,45,4.5,20.2774468464,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,46,4.6,20.5655172546,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,47,4.7,20.8559874568,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,48,4.8,21.1488294309,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,49,4.9,21.4440137377,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,50,5.0,21.7415095195,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,51,5.1,22.0412844996,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,52,5.2,22.3433049832,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,53,5.3,22.6475358607,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,54,5.4,22.953940612,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,55,5.5,23.2624813129,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,56,5.6,23.5731186429,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,57,5.7,23.8858118951,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,58,5.8,24.2005189873,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,59,5.9,24.5171964758,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,60,6.0,24.8357995702,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,61,6.1,25.1562821501,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,62,6.2,25.478596784,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,63,6.3,25.80269475,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,64,6.4,26.1285260575,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,65,6.5,26.4560394718,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,66,6.6,26.7851825399,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,67,6.7,27.1159016182,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,68,6.8,27.4481419018,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,69,6.9,27.7818474559,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,70,7.0,28.1169612485,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,71,7.1,28.4534251849,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,72,7.2,28.7911801444,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,73,7.3,29.1301660175,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,74,7.4,29.4703217458,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,75,7.5,29.8115853625,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,76,7.6,30.1538940349,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,77,7.7,30.4971841084,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,78,7.8,30.8413911509,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,79,7.9,31.1864500002,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,80,8.0,31.5322948106,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,81,8.1,31.8788591022,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,82,8.2,32.2260758107,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,83,8.3,32.5738773377,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,84,8.4,32.9221956031,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,85,8.5,33.270962097,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,86,8.6,33.6201079336,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,87,8.7,33.9695639044,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,88,8.8,34.3192605334,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,89,8.9,34.6691281316,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,90,9.0,35.0190968527,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,91,9.1,35.3690967485,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,92,9.2,35.719057825,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,93,9.3,36.0689100981,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,94,9.4,36.4185836498,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,95,9.5,36.7680086843,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,96,9.6,37.1171155829,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,97,9.7,37.4658349605,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,98,9.8,37.8140977199,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,99,9.9,38.1618351068,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,100,10.0,38.5089787636,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,101,10.1,38.855460783,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,102,10.2,39.2012137608,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,103,10.3,39.5461708473,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,104,10.4,39.8902657989,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,105,10.5,40.2334330276,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,106,10.6,40.5756076501,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,107,10.7,40.9167255356,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,108,10.8,41.2567233525,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,109,10.9,41.5955386133,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,110,11.0,41.9331097191,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,111,11.1,42.2693760019,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,112,11.2,42.6042777655,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,113,11.3,42.9377563254,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,114,11.4,43.2697540467,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,115,11.5,43.6002143804,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,116,11.6,43.9290818983,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,117,11.7,44.2563023258,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,118,11.8,44.5818225736,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,119,11.9,44.9055907668,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,120,12.0,45.227556273,0.2,70.0,Lower upper constraint or capacity limit
