scenario,seed,step,resource_stock,depleted
adaptive_policy,1,47,38.78215839,0
adaptive_policy,1,48,40.95564644,0
adaptive_policy,1,49,39.30840584,0
adaptive_policy,1,50,41.50264751,0
adaptive_policy,2,0,70.0,0
adaptive_policy,2,1,67.78,0
adaptive_policy,2,2,65.71096888,0
adaptive_policy,2,3,63.7666667,0
adaptive_policy,2,4,61.9255287,0
adaptive_policy,2,5,60.16953588,0
adaptive_policy,2,6,58.48338085,0
adaptive_policy,2,7,56.8538389,0
adaptive_policy,2,8,55.26928371,0
adaptive_policy,2,9,53.71930607,0
adaptive_policy,2,10,52.19440625,0
adaptive_policy,2,11,50.68573849,0
adaptive_policy,2,12,49.18489206,0
adaptive_policy,2,13,47.68369614,0
adaptive_policy,2,14,46.17403867,0
adaptive_policy,2,15,44.6476903,0
adaptive_policy,2,16,43.09612531,0
adaptive_policy,2,17,41.51033104,0
adaptive_policy,2,18,39.88059697,0
adaptive_policy,2,19,42.0962728,0
adaptive_policy,2,20,40.48382878,0
adaptive_policy,2,21,34.77244237,0
adaptive_policy,2,22,33.27781681,0
adaptive_policy,2,23,35.17448027,0
adaptive_policy,2,24,37.17884741,0
adaptive_policy,2,25,39.28295989,0
adaptive_policy,2,26,41.47622099,0
adaptive_policy,2,27,39.84544233,0
adaptive_policy,2,28,42.05983526,0
adaptive_policy,2,29,40.44635207,0
adaptive_policy,2,30,34.73742692,0
adaptive_policy,2,31,36.71812387,0
adaptive_policy,2,32,38.80058905,0
adaptive_policy,2,33,40.9748208,0
adaptive_policy,2,34,39.32820386,0
adaptive_policy,2,35,41.52320684,0
adaptive_policy,2,36,39.893866,0
adaptive_policy,2,37,42.1100249,0
adaptive_policy,2,38,40.49797183,0
adaptive_policy,2,39,38.83545245,0
adaptive_policy,2,40,41.01108764,0
adaptive_policy,2,41,39.36564665,0
adaptive_policy,2,42,41.56208561,0
adaptive_policy,2,43,39.93392849,0
adaptive_policy,2,44,42.15154205,0
adaptive_policy,2,45,40.54066513,0
adaptive_policy,2,46,38.8796029,0
adaptive_policy,2,47,41.05700908,0
adaptive_policy,2,48,39.41305033,0
adaptive_policy,2,49,41.61130002,0
adaptive_policy,2,50,39.9846335,0
adaptive_policy,3,0,70.0,0
adaptive_policy,3,1,67.78,0
adaptive_policy,3,2,65.71096888,0
adaptive_policy,3,3,63.7666667,0
adaptive_policy,3,4,61.9255287,0
adaptive_policy,3,5,60.16953588,0
adaptive_policy,3,6,58.48338085,0
adaptive_policy,3,7,51.00550081,0
adaptive_policy,3,8,49.50368096,0
adaptive_policy,3,9,48.00323756,0
adaptive_policy,3,10,46.49606085,0
adaptive_policy,3,11,44.97396119,0
adaptive_policy,3,12,43.42849127,0
adaptive_policy,3,13,41.85075876,0
adaptive_policy,3,14,40.23122052,0
adaptive_policy,3,15,38.55944823,0
adaptive_policy,3,16,40.72385302,0
adaptive_policy,3,17,39.0689686,0
adaptive_policy,3,18,41.25389119,0
adaptive_policy,3,19,39.61620124,0
adaptive_policy,3,20,41.82211934,0
adaptive_policy,3,21,40.20173942,0
adaptive_policy,3,22,38.52892878,0
adaptive_policy,3,23,40.69207493,0
adaptive_policy,3,24,39.03612748,0
adaptive_policy,3,25,41.21975578,0
adaptive_policy,3,26,35.45901336,0
adaptive_policy,3,27,37.47842084,0
adaptive_policy,3,28,39.59619894,0
adaptive_policy,3,29,41.8013686,0
adaptive_policy,3,30,40.180377,0
adaptive_policy,3,31,38.50681201,0
adaptive_policy,3,32,40.66904394,0
adaptive_policy,3,33,39.0123238,0
adaptive_policy,3,34,41.19501155,0
adaptive_policy,3,35,39.55546148,0
adaptive_policy,3,36,41.75910238,0
adaptive_policy,3,37,40.13686007,0
adaptive_policy,3,38,38.46175332,0
adaptive_policy,3,39,40.62211728,0
adaptive_policy,3,40,38.96381684,0
adaptive_policy,3,41,41.14458163,0
adaptive_policy,3,42,39.50342845,0
adaptive_policy,3,43,41.70510803,0
adaptive_policy,3,44,40.08125861,0
adaptive_policy,3,45,38.40417203,0
adaptive_policy,3,46,40.56213822,0
adaptive_policy,3,47,38.9018064,0
adaptive_policy,3,48,41.08010058,0
adaptive_policy,3,49,39.43688429,0
adaptive_policy,3,50,41.63604135,0
adaptive_policy,4,0,70.0,0
adaptive_policy,4,1,67.78,0
adaptive_policy,4,2,65.71096888,0
adaptive_policy,4,3,63.7666667,0
adaptive_policy,4,4,61.9255287,0
adaptive_policy,4,5,60.16953588,0
adaptive_policy,4,6,58.48338085,0
adaptive_policy,4,7,56.8538389,0
adaptive_policy,4,8,55.26928371,0
adaptive_policy,4,9,53.71930607,0
adaptive_policy,4,10,52.19440625,0
adaptive_policy,4,11,50.68573849,0
adaptive_policy,4,12,49.18489206,0
adaptive_policy,4,13,47.68369614,0
adaptive_policy,4,14,46.17403867,0
adaptive_policy,4,15,44.6476903,0
adaptive_policy,4,16,43.09612531,0
adaptive_policy,4,17,41.51033104,0
adaptive_policy,4,18,39.88059697,0
adaptive_policy,4,19,42.0962728,0
adaptive_policy,4,20,40.48382878,0
adaptive_policy,4,21,38.82082525,0
adaptive_policy,4,22,40.99587214,0
adaptive_policy,4,23,39.34993837,0
adaptive_policy,4,24,41.54577551,0
adaptive_policy,4,25,39.91712246,0
adaptive_policy,4,26,42.13412651,0
adaptive_policy,4,27,40.52275697,0
adaptive_policy,4,28,38.86108433,0
adaptive_policy,4,29,41.03774853,0
adaptive_policy,4,30,39.39316902,0
adaptive_policy,4,31,41.59066026,0
adaptive_policy,4,32,39.96336967,0
adaptive_policy,4,33,42.18204857,0
adaptive_policy,4,34,40.57203191,0
adaptive_policy,4,35,38.91203606,0
adaptive_policy,4,36,41.09073876,0
adaptive_policy,4,37,39.44786388,0
adaptive_policy,4,38,41.64743824,0
adaptive_policy,4,39,40.02186072,0
adaptive_policy,4,40,38.34264685,0
adaptive_policy,4,41,40.49803786,0
adaptive_policy,4,42,38.83552075,0
adaptive_policy,4,43,41.01115867,0
adaptive_policy,4,44,39.36571999,0
adaptive_policy,4,45,41.56216175,0
adaptive_policy,4,46,39.93400694,0
adaptive_policy,4,47,42.15162335,0
adaptive_policy,4,48,36.32558639,0
adaptive_policy,4,49,34.75644649,0
adaptive_policy,4,50,36.73818783,0
adaptive_policy,5,0,70.0,0
adaptive_policy,5,1,67.78,0
adaptive_policy,5,2,65.71096888,0
adaptive_policy,5,3,63.7666667,0
adaptive_policy,5,4,61.9255287,0
adaptive_policy,5,5,60.16953588,0
adaptive_policy,5,6,58.48338085,0
adaptive_policy,5,7,51.00550081,0
adaptive_policy,5,8,49.50368096,0
adaptive_policy,5,9,48.00323756,0
adaptive_policy,5,10,46.49606085,0
adaptive_policy,5,11,44.97396119,0
adaptive_policy,5,12,43.42849127,0
adaptive_policy,5,13,41.85075876,0
adaptive_policy,5,14,40.23122052,0
adaptive_policy,5,15,38.55944823,0
adaptive_policy,5,16,40.72385302,0
adaptive_policy,5,17,34.99658329,0
adaptive_policy,5,18,36.99139877,0
adaptive_policy,5,19,39.0867961,0
adaptive_policy,5,20,41.27241967,0
adaptive_policy,5,21,39.63531248,0
adaptive_policy,5,22,41.84194434,0
adaptive_policy,5,23,40.22214737,0
adaptive_policy,5,24,38.55005584,0
adaptive_policy,5,25,40.71407364,0
adaptive_policy,5,26,39.05886247,0
adaptive_policy,5,27,37.33750094,0
adaptive_policy,5,28,39.44889095,0
adaptive_policy,5,29,41.64850433,0
adaptive_policy,5,30,40.02295887,0
adaptive_policy,5,31,38.34378444,0
adaptive_policy,5,32,40.49922319,0
adaptive_policy,5,33,38.83674662,0
adaptive_policy,5,34,41.01243381,0
adaptive_policy,5,35,39.36703639,0
adaptive_policy,5,36,41.56352854,0
adaptive_policy,5,37,39.93541525,0
adaptive_policy,5,38,42.15308269,0
adaptive_policy,5,39,40.54224929,0
adaptive_policy,5,40,38.881241,0
adaptive_policy,5,41,41.05871276,0
adaptive_policy,5,42,39.41480885,0
adaptive_policy,5,43,41.61312556,0
adaptive_policy,5,44,39.98651417,0
adaptive_policy,5,45,42.20602835,0
adaptive_policy,5,46,40.59668556,0
adaptive_policy,5,47,38.93752538,0
adaptive_policy,5,48,41.11724436,0
adaptive_policy,5,49,35.3634939,0
adaptive_policy,5,50,37.37788474,0
adaptive_policy,6,0,70.0,0
adaptive_policy,6,1,67.78,0
adaptive_policy,6,2,65.71096888,0
adaptive_policy,6,3,63.7666667,0
adaptive_policy,6,4,61.9255287,0
adaptive_policy,6,5,53.97698301,0
adaptive_policy,6,6,52.4485135,0
adaptive_policy,6,7,50.93772211,0
adaptive_policy,6,8,49.43613932,0
adaptive_policy,6,9,47.93556704,0
adaptive_policy,6,10,46.42789564,0
adaptive_policy,6,11,44.90492777,0
adaptive_policy,6,12,43.3582002,0
adaptive_policy,6,13,41.77879589,0
adaptive_policy,6,14,40.15713714,0
adaptive_policy,6,15,38.48274963,0
adaptive_policy,6,16,40.64398493,0
adaptive_policy,6,17,38.9864219,0
adaptive_policy,6,18,41.16808387,0
adaptive_policy,6,19,39.52767894,0
adaptive_policy,6,20,41.73027382,0
adaptive_policy,6,21,40.10717475,0
adaptive_policy,6,22,38.43101237,0
adaptive_policy,6,23,40.59009771,0
adaptive_policy,6,24,38.93071444,0
adaptive_policy,6,25,41.11016209,0
adaptive_policy,6,26,39.4679095,0
adaptive_policy,6,27,41.66824463,0
adaptive_policy,6,28,40.04329196,0
adaptive_policy,6,29,38.3648471,0
adaptive_policy,6,30,40.52116889,0
adaptive_policy,6,31,38.85944206,0
adaptive_policy,6,32,41.0360404,0
adaptive_policy,6,33,39.39140577,0
adaptive_policy,6,34,41.58882969,0
adaptive_policy,6,35,39.96148367,0
adaptive_policy,6,36,42.18009441,0
adaptive_policy,6,37,40.57002275,0
adaptive_policy,6,38,38.9099587,0
adaptive_policy,6,39,41.08857847,0
adaptive_policy,6,40,39.44563429,0
adaptive_policy,6,41,41.64512395,0
adaptive_policy,6,42,40.01947683,0
adaptive_policy,6,43,38.34017732,0
adaptive_policy,6,44,40.49546468,0
adaptive_policy,6,45,34.78331307,0
adaptive_policy,6,46,36.76652746,0
adaptive_policy,6,47,38.85130282,0
adaptive_policy,6,48,41.02757462,0
adaptive_policy,6,49,39.38266666,0
adaptive_policy,6,50,41.57975668,0
adaptive_policy,7,0,70.0,0
adaptive_policy,7,1,67.78,0
adaptive_policy,7,2,65.71096888,0
adaptive_policy,7,3,63.7666667,0
adaptive_policy,7,4,61.9255287,0
adaptive_policy,7,5,60.16953588,0
adaptive_policy,7,6,58.48338085,0
adaptive_policy,7,7,56.8538389,0
adaptive_policy,7,8,55.26928371,0
adaptive_policy,7,9,48.1923777,0
adaptive_policy,7,10,46.68649621,0
adaptive_policy,7,11,45.16673345,0
adaptive_policy,7,12,43.62468461,0
adaptive_policy,7,13,42.05152425,0
adaptive_policy,7,14,40.43780337,0
adaptive_policy,7,15,38.77321928,0
adaptive_policy,7,16,40.94634619,0
adaptive_policy,7,17,39.29880263,0
adaptive_policy,7,18,41.4926745,0
adaptive_policy,7,19,39.86240025,0
adaptive_policy,7,20,42.07741258,0
adaptive_policy,7,21,40.46443127,0
adaptive_policy,7,22,34.75431942,0
adaptive_policy,7,23,36.73594402,0
adaptive_policy,7,24,38.81926069,0
adaptive_policy,7,25,40.99424462,0
adaptive_policy,7,26,39.34825808,0
adaptive_policy,7,27,41.54403079,0
adaptive_policy,7,28,39.91532464,0
adaptive_policy,7,29,42.13226342,0
adaptive_policy,7,30,40.52084112,0
adaptive_policy,7,31,38.85910311,0
adaptive_policy,7,32,41.03568786,0
adaptive_policy,7,33,39.39104185,0
adaptive_policy,7,34,41.58845186,0
adaptive_policy,7,35,39.96109441,0
adaptive_policy,7,36,42.17969108,0
adaptive_policy,7,37,40.56960807,0
adaptive_policy,7,38,38.90952994,0
adaptive_policy,7,39,41.08813259,0
adaptive_policy,7,40,39.44517411,0
adaptive_policy,7,41,41.64464628,0
adaptive_policy,7,42,40.01898479,0
adaptive_policy,7,43,38.3396676,0
adaptive_policy,7,44,40.49493356,0
adaptive_policy,7,45,38.83231025,0
adaptive_policy,7,46,41.00781912,0
adaptive_policy,7,47,39.36227234,0
adaptive_policy,7,48,41.5585821,0
adaptive_policy,7,49,39.93031853,0
adaptive_policy,7,50,42.14780126,0
adaptive_policy,8,0,70.0,0
adaptive_policy,8,1,67.78,0
adaptive_policy,8,2,65.71096888,0
adaptive_policy,8,3,63.7666667,0
adaptive_policy,8,4,61.9255287,0
adaptive_policy,8,5,60.16953588,0
adaptive_policy,8,6,58.48338085,0
adaptive_policy,8,7,56.8538389,0
adaptive_policy,8,8,55.26928371,0
adaptive_policy,8,9,53.71930607,0
adaptive_policy,8,10,52.19440625,0
adaptive_policy,8,11,50.68573849,0
adaptive_policy,8,12,49.18489206,0
adaptive_policy,8,13,47.68369614,0
adaptive_policy,8,14,46.17403867,0
adaptive_policy,8,15,44.6476903,0
adaptive_policy,8,16,43.09612531,0
adaptive_policy,8,17,37.20071851,0
adaptive_policy,8,18,39.30583961,0
adaptive_policy,8,19,41.49998249,0
adaptive_policy,8,20,39.86993196,0
adaptive_policy,8,21,42.08521906,0
adaptive_policy,8,22,40.47246029,0
adaptive_policy,8,23,38.80906707,0
adaptive_policy,8,24,40.98364051,0
adaptive_policy,8,25,39.33730998,0
adaptive_policy,8,26,41.53266265,0
adaptive_policy,8,27,39.90361021,0
adaptive_policy,8,28,42.12012345,0
adaptive_policy,8,29,40.50835703,0
adaptive_policy,8,30,38.84619272,0
adaptive_policy,8,31,41.02225937,0
adaptive_policy,8,32,39.37717968,0
adaptive_policy,8,33,41.57405992,0
adaptive_policy,8,34,39.94626628,0
adaptive_policy,8,35,42.16432667,0
adaptive_policy,8,36,40.55381067,0
adaptive_policy,8,37,38.89319578,0
adaptive_policy,8,38,41.0711458,0
adaptive_policy,8,39,39.42764182,0
adaptive_policy,8,40,41.62644725,0
adaptive_policy,8,41,40.00023776,0
adaptive_policy,8,42,38.32024632,0
adaptive_policy,8,43,40.47469636,0
adaptive_policy,8,44,38.81137982,0
adaptive_policy,8,45,40.98604642,0
adaptive_policy,8,46,39.33979397,0
adaptive_policy,8,47,41.53524199,0
adaptive_policy,8,48,39.90626816,0
adaptive_policy,8,49,42.122878,0
adaptive_policy,8,50,40.5111897,0
adaptive_policy,9,0,70.0,0
adaptive_policy,9,1,67.78,0
adaptive_policy,9,2,65.71096888,0
adaptive_policy,9,3,63.7666667,0
adaptive_policy,9,4,61.9255287,0
adaptive_policy,9,5,53.97698301,0
adaptive_policy,9,6,52.4485135,0
adaptive_policy,9,7,50.93772211,0
adaptive_policy,9,8,49.43613932,0
adaptive_policy,9,9,47.93556704,0
adaptive_policy,9,10,46.42789564,0
adaptive_policy,9,11,40.26213821,0
adaptive_policy,9,12,38.59145149,0
adaptive_policy,9,13,40.75717253,0
adaptive_policy,9,14,39.10339878,0
adaptive_policy,9,15,41.28967413,0
adaptive_policy,9,16,39.65310853,0
adaptive_policy,9,17,41.86040384,0
adaptive_policy,9,18,40.24114839,0
adaptive_policy,9,19,38.56972506,0
adaptive_policy,9,20,40.73455293,0
adaptive_policy,9,21,39.08002561,0
adaptive_policy,9,22,41.2653831,0
adaptive_policy,9,23,39.62805474,0
adaptive_policy,9,24,41.83441569,0
adaptive_policy,9,25,40.21439751,0
adaptive_policy,9,26,38.54203308,0
adaptive_policy,9,27,40.70572007,0
adaptive_policy,9,28,39.05022952,0
adaptive_policy,9,29,41.23441407,0
adaptive_policy,9,30,39.59611017,0
adaptive_policy,9,31,41.80127651,0
adaptive_policy,9,32,40.18028219,0
adaptive_policy,9,33,38.50671385,0
adaptive_policy,9,34,40.66894172,0
adaptive_policy,9,35,39.01221815,0
adaptive_policy,9,36,41.19490172,0
adaptive_policy,9,37,39.55534816,0
adaptive_policy,9,38,41.75898481,0
adaptive_policy,9,39,40.13673901,0
adaptive_policy,9,40,38.46162796,0
adaptive_policy,9,41,36.77582391,0
adaptive_policy,9,42,38.86104201,0
adaptive_policy,9,43,41.03770452,0
adaptive_policy,9,44,39.39312359,0
adaptive_policy,9,45,41.5906131,0
adaptive_policy,9,46,39.96332108,0
adaptive_policy,9,47,42.18199822,0
adaptive_policy,9,48,40.57198014,0
adaptive_policy,9,49,38.91198254,0
adaptive_policy,9,50,37.19948485,0
adaptive_policy,10,0,70.0,0
adaptive_policy,10,1,67.78,0
adaptive_policy,10,2,65.71096888,0
adaptive_policy,10,3,63.7666667,0
adaptive_policy,10,4,61.9255287,0
adaptive_policy,10,5,60.16953588,0
adaptive_policy,10,6,58.48338085,0
adaptive_policy,10,7,56.8538389,0
adaptive_policy,10,8,55.26928371,0
adaptive_policy,10,9,53.71930607,0
adaptive_policy,10,10,52.19440625,0
adaptive_policy,10,11,50.68573849,0
adaptive_policy,10,12,49.18489206,0
adaptive_policy,10,13,47.68369614,0
adaptive_policy,10,14,41.40566905,0
adaptive_policy,10,15,39.77271651,0
adaptive_policy,10,16,41.98444132,0
adaptive_policy,10,17,40.3687928,0
adaptive_policy,10,18,38.70182452,0
adaptive_policy,10,19,40.87205674,0
adaptive_policy,10,20,39.22208191,0
adaptive_policy,10,21,41.41298758,0
adaptive_policy,10,22,39.78026137,0
adaptive_policy,10,23,41.99226386,0
adaptive_policy,10,24,40.37684096,0
adaptive_policy,10,25,38.71015161,0
adaptive_policy,10,26,40.8807224,0
adaptive_policy,10,27,39.23103219,0
adaptive_policy,10,28,37.49918177,0
adaptive_policy,10,29,35.86797677,0
adaptive_policy,10,30,37.90849143,0
adaptive_policy,10,31,40.04532319,0
adaptive_policy,10,32,38.36695112,0
adaptive_policy,10,33,40.52336104,0
adaptive_policy,10,34,38.861709,0
adaptive_policy,10,35,41.03839825,0
adaptive_policy,10,36,39.3938397,0
adaptive_policy,10,37,41.59135656,0
adaptive_policy,10,38,39.96408705,0
adaptive_policy,10,39,42.18279186,0
adaptive_policy,10,40,40.57279612,0
adaptive_policy,10,41,38.91282621,0
adaptive_policy,10,42,41.09156045,0
adaptive_policy,10,43,39.44871192,0
adaptive_policy,10,44,37.7034473,0
adaptive_policy,10,45,39.83127793,0
adaptive_policy,10,46,42.04515269,0
adaptive_policy,10,47,40.43124942,0
adaptive_policy,10,48,38.76643964,0
adaptive_policy,10,49,40.93929246,0
adaptive_policy,10,50,39.2915189,0
adaptive_policy,11,0,70.0,0
adaptive_policy,11,1,67.78,0
adaptive_policy,11,2,65.71096888,0
adaptive_policy,11,3,63.7666667,0
adaptive_policy,11,4,61.9255287,0
adaptive_policy,11,5,60.16953588,0
adaptive_policy,11,6,58.48338085,0
adaptive_policy,11,7,56.8538389,0
adaptive_policy,11,8,55.26928371,0
adaptive_policy,11,9,53.71930607,0
adaptive_policy,11,10,52.19440625,0
adaptive_policy,11,11,50.68573849,0
adaptive_policy,11,12,49.18489206,0
adaptive_policy,11,13,47.68369614,0
adaptive_policy,11,14,46.17403867,0
adaptive_policy,11,15,44.6476903,0
adaptive_policy,11,16,38.63135628,0
adaptive_policy,11,17,40.79871337,0
adaptive_policy,11,18,39.14631876,0
adaptive_policy,11,19,41.33427444,0
adaptive_policy,11,20,39.6991038,0
adaptive_policy,11,21,41.90810857,0
adaptive_policy,11,22,36.09943604,0
adaptive_policy,11,23,38.15162982,0
adaptive_policy,11,24,40.29893884,0
adaptive_policy,11,25,38.62953979,0
adaptive_policy,11,26,40.79682253,0
adaptive_policy,11,27,35.06468302,0
adaptive_policy,11,28,37.06316837,0
adaptive_policy,11,29,39.16191747,0
adaptive_policy,11,30,41.35048221,0
adaptive_policy,11,31,39.71581672,0
adaptive_policy,11,32,41.92544076,0
adaptive_policy,11,33,40.30808345,0
adaptive_policy,11,34,38.6390036,0
adaptive_policy,11,35,40.80667357,0
adaptive_policy,11,36,39.15454252,0
adaptive_policy,11,37,41.34281941,0
adaptive_policy,11,38,39.70791522,0
adaptive_policy,11,39,41.9172466,0
adaptive_policy,11,40,40.29965098,0
adaptive_policy,11,41,38.63027679,0
adaptive_policy,11,42,40.7975897,0
adaptive_policy,11,43,39.14515786,0
adaptive_policy,11,44,41.33306818,0
adaptive_policy,11,45,39.69785991,0
adaptive_policy,11,46,41.90681855,0
adaptive_policy,11,47,40.28891929,0
adaptive_policy,11,48,38.61917013,0
adaptive_policy,11,49,40.78602821,0
adaptive_policy,11,50,39.13321312,0
adaptive_policy,12,0,70.0,0
adaptive_policy,12,1,67.78,0
adaptive_policy,12,2,65.71096888,0
adaptive_policy,12,3,63.7666667,0
adaptive_policy,12,4,61.9255287,0
adaptive_policy,12,5,53.97698301,0
adaptive_policy,12,6,52.4485135,0
adaptive_policy,12,7,50.93772211,0
adaptive_policy,12,8,49.43613932,0
adaptive_policy,12,9,47.93556704,0
adaptive_policy,12,10,46.42789564,0
adaptive_policy,12,11,44.90492777,0
adaptive_policy,12,12,43.3582002,0
adaptive_policy,12,13,41.77879589,0
adaptive_policy,12,14,40.15713714,0
adaptive_policy,12,15,38.48274963,0
adaptive_policy,12,16,40.64398493,0
adaptive_policy,12,17,38.9864219,0
adaptive_policy,12,18,41.16808387,0
adaptive_policy,12,19,39.52767894,0
adaptive_policy,12,20,41.73027382,0
adaptive_policy,12,21,40.10717475,0
adaptive_policy,12,22,38.43101237,0
adaptive_policy,12,23,40.59009771,0
adaptive_policy,12,24,34.87170467,0
adaptive_policy,12,25,36.8597471,0
adaptive_policy,12,26,38.94894785,0
adaptive_policy,12,27,41.1291215,0
adaptive_policy,12,28,39.48747502,0
adaptive_policy,12,29,41.6885513,0
adaptive_policy,12,30,40.06420697,0
adaptive_policy,12,31,38.386511,0
adaptive_policy,12,32,40.54373938,0
adaptive_policy,12,33,38.88278182,0
adaptive_policy,12,34,41.06031525,0
adaptive_policy,12,35,39.41646291,0
adaptive_policy,12,36,41.61484265,0
adaptive_policy,12,37,39.9882831,0
adaptive_policy,12,38,42.20786104,0
adaptive_policy,12,39,40.59856967,0
adaptive_policy,12,40,38.93947326,0
adaptive_policy,12,41,41.11926981,0
adaptive_policy,12,42,39.47730854,0
adaptive_policy,12,43,41.67799988,0
adaptive_policy,12,44,40.05333964,0
adaptive_policy,12,45,38.37525475,0
adaptive_policy,12,46,36.69448681,0
adaptive_policy,12,47,38.77582079,0
adaptive_policy,12,48,40.94905283,0
adaptive_policy,12,49,39.30159747,0
adaptive_policy,12,50,41.495577,0
adaptive_policy,13,0,70.0,0
adaptive_policy,13,1,67.78,0
adaptive_policy,13,2,65.71096888,0
adaptive_policy,13,3,63.7666667,0
adaptive_policy,13,4,61.9255287,0
adaptive_policy,13,5,60.16953588,0
adaptive_policy,13,6,58.48338085,0
adaptive_policy,13,7,56.8538389,0
adaptive_policy,13,8,55.26928371,0
adaptive_policy,13,9,53.71930607,0
adaptive_policy,13,10,52.19440625,0
adaptive_policy,13,11,50.68573849,0
adaptive_policy,13,12,49.18489206,0
adaptive_policy,13,13,47.68369614,0
adaptive_policy,13,14,46.17403867,0
adaptive_policy,13,15,44.6476903,0
adaptive_policy,13,16,43.09612531,0
adaptive_policy,13,17,37.20071851,0
adaptive_policy,13,18,39.30583961,0
adaptive_policy,13,19,41.49998249,0
adaptive_policy,13,20,39.86993196,0
adaptive_policy,13,21,42.08521906,0
adaptive_policy,13,22,40.47246029,0
adaptive_policy,13,23,38.80906707,0
adaptive_policy,13,24,40.98364051,0
adaptive_policy,13,25,39.33730998,0
adaptive_policy,13,26,41.53266265,0
adaptive_policy,13,27,39.90361021,0
adaptive_policy,13,28,42.12012345,0
adaptive_policy,13,29,40.50835703,0
adaptive_policy,13,30,38.84619272,0
adaptive_policy,13,31,41.02225937,0
adaptive_policy,13,32,39.37717968,0
adaptive_policy,13,33,41.57405992,0
adaptive_policy,13,34,39.94626628,0
adaptive_policy,13,35,42.16432667,0
adaptive_policy,13,36,40.55381067,0
adaptive_policy,13,37,38.89319578,0
adaptive_policy,13,38,41.0711458,0
adaptive_policy,13,39,39.42764182,0
adaptive_policy,13,40,41.62644725,0
adaptive_policy,13,41,40.00023776,0
adaptive_policy,13,42,38.32024632,0
adaptive_policy,13,43,40.47469636,0
adaptive_policy,13,44,38.81137982,0
adaptive_policy,13,45,40.98604642,0
adaptive_policy,13,46,39.33979397,0
adaptive_policy,13,47,41.53524199,0
adaptive_policy,13,48,39.90626816,0
adaptive_policy,13,49,42.122878,0
adaptive_policy,13,50,40.5111897,0
adaptive_policy,14,0,70.0,0
adaptive_policy,14,1,67.78,0
adaptive_policy,14,2,65.71096888,0
adaptive_policy,14,3,63.7666667,0
adaptive_policy,14,4,61.9255287,0
adaptive_policy,14,5,60.16953588,0
adaptive_policy,14,6,58.48338085,0
adaptive_policy,14,7,56.8538389,0
adaptive_policy,14,8,55.26928371,0
adaptive_policy,14,9,53.71930607,0
adaptive_policy,14,10,52.19440625,0
adaptive_policy,14,11,50.68573849,0
adaptive_policy,14,12,49.18489206,0
adaptive_policy,14,13,47.68369614,0
adaptive_policy,14,14,46.17403867,0
adaptive_policy,14,15,44.6476903,0
adaptive_policy,14,16,43.09612531,0
adaptive_policy,14,17,41.51033104,0
adaptive_policy,14,18,39.88059697,0
adaptive_policy,14,19,42.0962728,0
adaptive_policy,14,20,40.48382878,0
adaptive_policy,14,21,38.82082525,0
adaptive_policy,14,22,40.99587214,0
adaptive_policy,14,23,39.34993837,0
adaptive_policy,14,24,41.54577551,0
adaptive_policy,14,25,39.91712246,0
adaptive_policy,14,26,42.13412651,0
adaptive_policy,14,27,40.52275697,0
adaptive_policy,14,28,38.86108433,0
adaptive_policy,14,29,41.03774853,0
adaptive_policy,14,30,39.39316902,0
adaptive_policy,14,31,41.59066026,0
adaptive_policy,14,32,39.96336967,0
adaptive_policy,14,33,42.18204857,0
adaptive_policy,14,34,40.57203191,0
adaptive_policy,14,35,38.91203606,0
adaptive_policy,14,36,41.09073876,0
adaptive_policy,14,37,39.44786388,0
adaptive_policy,14,38,41.64743824,0
adaptive_policy,14,39,40.02186072,0
adaptive_policy,14,40,38.34264685,0
adaptive_policy,14,41,40.49803786,0
adaptive_policy,14,42,38.83552075,0
adaptive_policy,14,43,41.01115867,0
adaptive_policy,14,44,39.36571999,0
adaptive_policy,14,45,41.56216175,0
adaptive_policy,14,46,39.93400694,0
adaptive_policy,14,47,42.15162335,0
adaptive_policy,14,48,40.54074873,0
adaptive_policy,14,49,38.87968934,0
adaptive_policy,14,50,41.05709899,0
adaptive_policy,15,0,70.0,0
adaptive_policy,15,1,67.78,0
adaptive_policy,15,2,58.93296888,0
adaptive_policy,15,3,57.2893326,0
adaptive_policy,15,4,55.69369074,0
adaptive_policy,15,5,54.13533813,0
adaptive_policy,15,6,47.19102248,0
adaptive_policy,15,7,45.67681984,0
adaptive_policy,15,8,44.14317804,0
adaptive_policy,15,9,42.58143379,0
adaptive_policy,15,10,40.98237056,0
adaptive_policy,15,11,39.33599881,0
adaptive_policy,15,12,41.53130115,0
adaptive_policy,15,13,39.90220721,0
adaptive_policy,15,14,42.11866945,0
adaptive_policy,15,15,40.50686178,0
adaptive_policy,15,16,38.84464637,0
adaptive_policy,15,17,41.02065092,0
adaptive_policy,15,18,39.37551925,0
adaptive_policy,15,19,41.57233598,0
adaptive_policy,15,20,39.94449004,0
adaptive_policy,15,21,42.16248614,0
adaptive_policy,15,22,40.55191822,0
adaptive_policy,15,23,38.89123897,0
adaptive_policy,15,24,41.06911074,0
adaptive_policy,15,25,39.42554133,0
adaptive_policy,15,26,41.62426681,0
adaptive_policy,15,27,39.99799158,0
adaptive_policy,15,28,42.21791927,0
adaptive_policy,15,29,40.60890987,0
adaptive_policy,15,30,38.95016323,0
adaptive_policy,15,31,41.13038523,0
adaptive_policy,15,32,39.48877911,0
adaptive_policy,15,33,41.68990473,0
adaptive_policy,15,34,40.0656009,0
